Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1608115,,,,1608115,,850451,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1719,,,,1719,,822,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3556,,,,3556,,35987,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,422,Lebanon,LBN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4,,,,4,,32,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,458,Malaysia,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25,,,,25,,3,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,227115,,,,227115,,251037,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18015,,,,18015,,29982,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,519608,,,,519608,,326211,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,666,Saint Pierre and Miquelon,SPM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,27280,,,,27280,,4484,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,318,,,,318,,132,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12198,,,,12198,,13894,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,135460,,,,135460,,340698,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82425,,,,82425,,231368,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16041,,,,16041,,68914,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,780,Trinidad and Tobago,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23113,,,,23113,,17656,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,39000,,,,39000,,96388,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10573,,,,10573,,27621,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,134115872,,,,134115872,,66395009,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,862,Venezuela,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,94926,,,,94926,,31154,,,0
H5,2018,2018,2018,4,0,1,Import,124,Canada,CAN,899,"Areas, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,313123,,,,313123,,85730,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,166789973,,,,166789973,,72575534,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32451,,,,32451,,16411,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2456,,,,2456,,1012,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3838457,,,,3838457,,2902165,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,373541,,,,373541,,148522,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,298253,,,,298253,,305163,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,188,Costa Rica,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,146926,,,,146926,,115540,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,35559,,,,35559,,32273,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,214,Dominican Rep.,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14590,,,,14590,,10035,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,218,Ecuador,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,660966,,,,660966,,410769,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,860992,,,,860992,,2285628,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,266,Gabon,GAB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18491,,,,18491,,9390,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,537558,,,,537558,,825735,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,300,Greece,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,52971,,,,52971,,53259,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,320,Guatemala,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40080,,,,40080,,38830,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,332,Haiti,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,94951,,,,94951,,20589,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,340,Honduras,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1847082,,,,1847082,,1994566,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,200,,,,200,,1275,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,352,Iceland,ISL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1293,,,,1293,,426,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,360,Indonesia,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18171,,,,18171,,7185,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,190,,,,190,,7659,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1173103,,,,1173103,,910199,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16566,,,,16566,,8432,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4141,,,,4141,,34912,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,817452,,,,817452,,1068755,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,69464,,,,69464,,84453,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19920,,,,19920,,9941,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1080748,,,,1080748,,416616,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,558,Nicaragua,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,75607,,,,75607,,36727,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,591,Panama,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19726,,,,19726,,18316,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,604,Peru,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21620,,,,21620,,11724,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,235381,,,,235381,,52365,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,666,Saint Pierre and Miquelon,SPM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32444,,,,32444,,6012,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,435,,,,435,,189,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,47738,,,,47738,,46909,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,153089,,,,153089,,293340,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,158307,,,,158307,,573736,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,62,,,,62,,40,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,780,Trinidad and Tobago,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21176,,,,21176,,10762,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,804,Ukraine,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,178,,,,178,,942,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,83911,,,,83911,,142088,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,153839097,,,,153839097,,59647244,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,862,Venezuela,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,44630,,,,44630,,15379,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,171675390,,,,171675390,,75776919,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18087,,,,18087,,6293,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,158068,,,,158068,,61249,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,167740,,,,167740,,97326,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,76,Brazil,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,110500,,,,110500,,40557,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,316491,,,,316491,,154122,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,487726,,,,487726,,280819,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,116297,,,,116297,,148369,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,188,Costa Rica,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18565,,,,18565,,43766,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,116501,,,,116501,,94897,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,218,Ecuador,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,620159,,,,620159,,296871,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,604104,,,,604104,,1154347,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1070213,,,,1070213,,1403252,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,51018,,,,51018,,22445,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,354741,,,,354741,,216160,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,560,,,,560,,298,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22651,,,,22651,,43543,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,480,Mauritius,MUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2349,,,,2349,,993,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,369037,,,,369037,,301148,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,490,"Other Asia, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40474,,,,40474,,48917,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,499,Montenegro,MNE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21364,,,,21364,,3541,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,512,Oman,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1017209,,,,1017209,,529546,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,102458,,,,102458,,176559,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,600,Paraguay,PRY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38255,,,,38255,,40501,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3860,,,,3860,,282,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1300,,,,1300,,4015,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,167969,,,,167969,,407650,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,760,Syria,SYR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10,,,,10,,39,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,780,Trinidad and Tobago,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,30386,,,,30386,,8400,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,792,Turkey,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6,,,,6,,86,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,142631,,,,142631,,345414,,,0
H4,2016,2016,2016,4,0,1,Import,124,Canada,CAN,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,165504661,,,,165504661,,69845498,,,0
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,,,6314806,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,32,Argentina,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,280262,,,,280262,,195079,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,76,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,960350,,,,960350,,629900,,,6
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20050,,,,20050,,14020,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,214,Dominican Rep.,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,37660,,,,37660,,13456,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,218,Ecuador,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3999384,,,,3999384,,3092225,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,222,El Salvador,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,718170,,,,718170,,416964,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,234942,,,,234942,,181593,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,320,Guatemala,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20000,,,,20000,,18220,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,340,Honduras,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,648179,,,,648179,,533562,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2,,,,2,,61,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,484,Mexico,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,503170,,,,503170,,293059,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,504,Morocco,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,,,341,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,586,Pakistan,PAK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,58,,,,58,,3244,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,591,Panama,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,768,,,,768,,346,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,604,Peru,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,950360,,,,950360,,713757,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,24699,,,,24699,,23052,,,6
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,43165,,,,43165,,42370,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10845,,,,10845,,51708,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100002,,,,100002,,55302,,,0
H5,2017,2017,2017,4,0,1,Import,152,Chile,CHL,862,Venezuela,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,45721,,,,45721,,36462,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8439937,,,,8439937,,6995710,,,6
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,32,Argentina,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,465615,,,,465615,,517294,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,44096,,,,44096,,40867,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,76,Brazil,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,395,,,,395,,743,,,6
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,586213,,,,586213,,344106,,,6
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,390545,,,,390545,,329808,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,214,Dominican Rep.,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,65165,,,,65165,,44806,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,218,Ecuador,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2430535,,,,2430535,,2293531,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1494267,,,,1494267,,1297363,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,320,Guatemala,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40000,,,,40000,,29705,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,340,Honduras,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,63716,,,,63716,,51012,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,344,"China, Hong Kong SAR",HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,27,,,,27,,831,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,125530,,,,125530,,111893,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,107122,,,,107122,,11214,,,0
H5,2018,2018,2018,4,0,1,Import,152,Chile,CHL,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,749,,,,749,,333,,,0
